order_trip_id,driver_id,customer_id,restaurant_id,order_status,delivery_status,is_completed,order_total_usd,taxes_usd,tip_usd,gross_bookings_usd,customer_request_timestamp,restaurant_accept_timestamp,driver_accept_timestamp,driver_arrival_pickup_timestamp_utc,driver_dropoff_timestamp_utc,datestr
2589,889,590,40589,completed,completed,TRUE,42,4.20,6,52.20,32:00.0,43:31.2,55:02.4,06:33.6,18:04.8,2/27/2022
2590,890,591,40590,completed,completed,TRUE,47,4.70,5,56.70,07:11.0,18:42.2,30:13.4,41:44.6,53:15.8,1/9/2022
2591,891,592,40591,completed,completed,TRUE,50,5.00,6,61.00,42:39.0,54:10.2,05:41.4,17:12.6,28:43.8,1/29/2022
2592,892,593,40592,completed,completed,TRUE,30,3.00,10,43.00,08:55.0,20:26.2,31:57.4,43:28.6,54:59.8,2/8/2022
2593,893,594,40593,completed,completed,TRUE,64,6.40,7,77.40,53:31.0,05:02.2,16:33.4,28:04.6,39:35.8,1/26/2022
2594,894,595,40594,completed,completed,TRUE,63,6.30,10,79.30,15:39.0,27:10.2,38:41.4,50:12.6,01:43.8,1/21/2022
2595,895,596,40595,completed,completed,TRUE,59,5.90,5,69.90,56:12.0,07:43.2,19:14.4,30:45.6,42:16.8,2/26/2022
2596,896,597,40596,completed,completed,TRUE,20,2.00,10,32.00,44:25.0,55:56.2,07:27.4,18:58.6,30:29.8,1/17/2022
2597,897,598,40597,completed,completed,TRUE,62,6.20,8,76.20,19:12.0,30:43.2,42:14.4,53:45.6,05:16.8,2/24/2022
2598,898,599,40598,completed,completed,TRUE,63,6.30,12,81.30,34:23.0,45:54.2,57:25.4,08:56.6,20:27.8,2/14/2022
2599,899,600,40599,completed,completed,TRUE,34,3.40,11,48.40,23:27.0,34:58.2,46:29.4,58:00.6,09:31.8,2/14/2022
2600,900,601,40600,completed,completed,TRUE,68,6.80,9,83.80,27:11.0,38:42.2,50:13.4,01:44.6,13:15.8,2/2/2022
2601,901,602,40601,completed,completed,TRUE,35,3.50,8,46.50,33:46.0,45:17.2,56:48.4,08:19.6,19:50.8,2/21/2022
2602,902,603,40602,completed,completed,TRUE,18,1.80,10,29.80,36:25.0,47:56.2,59:27.4,10:58.6,22:29.8,1/1/2022
2603,903,604,40603,completed,completed,TRUE,23,2.30,14,39.30,16:12.0,27:43.2,39:14.4,50:45.6,02:16.8,1/22/2022
2604,904,605,40604,completed,completed,TRUE,55,5.50,10,70.50,04:11.0,15:42.2,27:13.4,38:44.6,50:15.8,1/3/2022
2605,905,606,40605,completed,completed,TRUE,30,3.00,8,41.00,38:08.0,49:39.2,01:10.4,12:41.6,24:12.8,2/10/2022
2606,906,607,40606,completed,completed,TRUE,33,3.30,11,47.30,41:08.0,52:39.2,04:10.4,15:41.6,27:12.8,1/30/2022
2607,907,608,40607,completed,completed,TRUE,18,1.80,11,30.80,46:57.0,58:28.2,09:59.4,21:30.6,33:01.8,2/11/2022
2608,908,609,40608,completed,completed,TRUE,21,2.10,15,38.10,33:17.0,44:48.2,56:19.4,07:50.6,19:21.8,2/13/2022
2609,909,610,40609,completed,completed,TRUE,63,6.30,7,76.30,54:34.0,06:05.2,17:36.4,29:07.6,40:38.8,1/10/2022
2610,910,611,40610,completed,completed,TRUE,62,6.20,13,81.20,53:50.0,05:21.2,16:52.4,28:23.6,39:54.8,2/8/2022
2611,911,612,40611,completed,completed,TRUE,60,6.00,6,72.00,48:01.0,59:32.2,11:03.4,22:34.6,34:05.8,2/14/2022
2612,912,613,40612,completed,completed,TRUE,41,4.10,8,53.10,12:20.0,23:51.2,35:22.4,46:53.6,58:24.8,1/15/2022
2613,913,614,40613,completed,completed,TRUE,34,3.40,12,49.40,24:56.0,36:27.2,47:58.4,59:29.6,11:00.8,1/7/2022
2614,914,615,40614,completed,completed,TRUE,44,4.40,10,58.40,52:22.0,03:53.2,15:24.4,26:55.6,38:26.8,1/10/2022
2615,915,616,40615,completed,completed,TRUE,64,6.40,9,79.40,33:24.0,44:55.2,56:26.4,07:57.6,19:28.8,1/12/2022
2616,916,617,40616,completed,completed,TRUE,45,4.50,11,60.50,49:27.0,00:58.2,12:29.4,24:00.6,35:31.8,2/20/2022
2617,917,618,40617,completed,completed,TRUE,42,4.20,15,61.20,04:08.0,15:39.2,27:10.4,38:41.6,50:12.8,2/13/2022
2618,918,619,40618,completed,completed,TRUE,38,3.80,7,48.80,31:31.0,43:02.2,54:33.4,06:04.6,17:35.8,1/24/2022
2619,919,620,40619,completed,completed,TRUE,52,5.20,12,69.20,24:16.0,35:47.2,47:18.4,58:49.6,10:20.8,1/11/2022
2620,920,621,40620,completed,completed,TRUE,51,5.10,14,70.10,28:44.0,40:15.2,51:46.4,03:17.6,14:48.8,1/13/2022
2621,921,622,40621,completed,completed,TRUE,28,2.80,12,42.80,04:24.0,15:55.2,27:26.4,38:57.6,50:28.8,1/28/2022
2622,922,623,40622,completed,completed,TRUE,25,2.50,10,37.50,10:27.0,21:58.2,33:29.4,45:00.6,56:31.8,2/9/2022
2623,923,624,40623,completed,completed,TRUE,41,4.10,11,56.10,04:27.0,15:58.2,27:29.4,39:00.6,50:31.8,2/1/2022
2624,924,625,40624,completed,completed,TRUE,52,5.20,5,62.20,33:48.0,45:19.2,56:50.4,08:21.6,19:52.8,2/19/2022
2625,925,626,40625,completed,completed,TRUE,16,1.60,6,23.60,04:06.0,15:37.2,27:08.4,38:39.6,50:10.8,2/13/2022
2626,926,627,40626,completed,completed,TRUE,60,6.00,6,72.00,27:44.0,39:15.2,50:46.4,02:17.6,13:48.8,2/5/2022
2627,927,628,40627,completed,completed,TRUE,37,3.70,14,54.70,03:09.0,14:40.2,26:11.4,37:42.6,49:13.8,2/12/2022
2628,928,629,40628,completed,completed,TRUE,48,4.80,11,63.80,42:43.0,54:14.2,05:45.4,17:16.6,28:47.8,1/19/2022
2629,929,630,40629,completed,completed,TRUE,32,3.20,11,46.20,37:52.0,49:23.2,00:54.4,12:25.6,23:56.8,1/10/2022
2630,930,631,40630,completed,completed,TRUE,41,4.10,14,59.10,13:27.0,24:58.2,36:29.4,48:00.6,59:31.8,1/19/2022
2631,931,632,40631,completed,completed,TRUE,21,2.10,9,32.10,38:00.0,49:31.2,01:02.4,12:33.6,24:04.8,2/16/2022
2632,932,633,40632,completed,completed,TRUE,30,3.00,8,41.00,45:08.0,56:39.2,08:10.4,19:41.6,31:12.8,1/30/2022
2633,933,634,40633,completed,completed,TRUE,48,4.80,5,57.80,33:44.0,45:15.2,56:46.4,08:17.6,19:48.8,2/13/2022
2634,934,635,40634,completed,completed,TRUE,22,2.20,15,39.20,56:51.0,08:22.2,19:53.4,31:24.6,42:55.8,2/28/2022
2635,935,636,40635,completed,completed,TRUE,21,2.10,13,36.10,52:17.0,03:48.2,15:19.4,26:50.6,38:21.8,2/19/2022
2636,936,637,40636,completed,completed,TRUE,36,3.60,11,50.60,14:43.0,26:14.2,37:45.4,49:16.6,00:47.8,1/2/2022
2637,937,638,40637,completed,completed,TRUE,32,3.20,5,40.20,55:32.0,07:03.2,18:34.4,30:05.6,41:36.8,1/11/2022
2638,938,639,40638,completed,completed,TRUE,31,3.10,13,47.10,43:08.0,54:39.2,06:10.4,17:41.6,29:12.8,1/21/2022
2639,939,640,40639,completed,completed,TRUE,25,2.50,7,34.50,05:43.0,17:14.2,28:45.4,40:16.6,51:47.8,1/7/2022
2640,940,641,40640,completed,completed,TRUE,70,7.00,5,82.00,16:48.0,28:19.2,39:50.4,51:21.6,02:52.8,1/18/2022
2641,941,642,40641,completed,completed,TRUE,53,5.30,14,72.30,07:30.0,19:01.2,30:32.4,42:03.6,53:34.8,1/5/2022
2642,942,643,40642,completed,completed,TRUE,41,4.10,11,56.10,31:59.0,43:30.2,55:01.4,06:32.6,18:03.8,1/17/2022
2643,943,644,40643,completed,completed,TRUE,24,2.40,11,37.40,49:28.0,00:59.2,12:30.4,24:01.6,35:32.8,2/22/2022
2644,944,645,40644,completed,completed,TRUE,54,5.40,9,68.40,03:07.0,14:38.2,26:09.4,37:40.6,49:11.8,1/27/2022
2645,945,646,40645,completed,completed,TRUE,31,3.10,15,49.10,21:25.0,32:56.2,44:27.4,55:58.6,07:29.8,2/27/2022
2646,946,647,40646,completed,completed,TRUE,59,5.90,15,79.90,35:26.0,46:57.2,58:28.4,09:59.6,21:30.8,1/9/2022
2647,947,648,40647,completed,completed,TRUE,60,6.00,13,79.00,51:21.0,02:52.2,14:23.4,25:54.6,37:25.8,2/25/2022
2648,948,649,40648,completed,completed,TRUE,56,5.60,11,72.60,22:45.0,34:16.2,45:47.4,57:18.6,08:49.8,1/9/2022
2649,949,650,40649,completed,completed,TRUE,37,3.70,11,51.70,34:19.0,45:50.2,57:21.4,08:52.6,20:23.8,1/29/2022
2650,950,651,40650,completed,completed,TRUE,66,6.60,13,85.60,41:41.0,53:12.2,04:43.4,16:14.6,27:45.8,2/13/2022
2651,951,652,40651,completed,completed,TRUE,32,3.20,12,47.20,58:12.0,09:43.2,21:14.4,32:45.6,44:16.8,2/16/2022
2652,952,653,40652,completed,completed,TRUE,69,6.90,8,83.90,40:13.0,51:44.2,03:15.4,14:46.6,26:17.8,2/9/2022
2653,953,654,40653,completed,completed,TRUE,27,2.70,5,34.70,38:55.0,50:26.2,01:57.4,13:28.6,24:59.8,2/13/2022
2654,954,655,40654,completed,completed,TRUE,60,6.00,8,74.00,06:42.0,18:13.2,29:44.4,41:15.6,52:46.8,1/27/2022
2655,955,656,40655,completed,completed,TRUE,48,4.80,7,59.80,08:09.0,19:40.2,31:11.4,42:42.6,54:13.8,1/6/2022
2656,956,657,40656,completed,completed,TRUE,68,6.80,14,88.80,58:53.0,10:24.2,21:55.4,33:26.6,44:57.8,1/2/2022
2657,957,658,40657,completed,completed,TRUE,29,2.90,9,40.90,46:26.0,57:57.2,09:28.4,20:59.6,32:30.8,2/20/2022
2658,958,659,40658,completed,completed,TRUE,16,1.60,9,26.60,14:01.0,25:32.2,37:03.4,48:34.6,00:05.8,2/24/2022
2659,959,660,40659,completed,completed,TRUE,20,2.00,15,37.00,16:19.0,27:50.2,39:21.4,50:52.6,02:23.8,2/17/2022
2660,960,661,40660,completed,completed,TRUE,20,2.00,7,29.00,39:45.0,51:16.2,02:47.4,14:18.6,25:49.8,2/7/2022
2661,961,662,40661,completed,completed,TRUE,50,5.00,5,60.00,05:09.0,16:40.2,28:11.4,39:42.6,51:13.8,1/18/2022
2662,962,663,40662,completed,completed,TRUE,25,2.50,15,42.50,08:51.0,20:22.2,31:53.4,43:24.6,54:55.8,1/4/2022
2663,963,664,40663,completed,completed,TRUE,46,4.60,9,59.60,33:11.0,44:42.2,56:13.4,07:44.6,19:15.8,1/1/2022
2664,964,665,40664,completed,completed,TRUE,47,4.70,9,60.70,42:42.0,54:13.2,05:44.4,17:15.6,28:46.8,1/28/2022
2665,965,666,40665,completed,completed,TRUE,68,6.80,7,81.80,26:19.0,37:50.2,49:21.4,00:52.6,12:23.8,2/19/2022
2666,966,667,40666,completed,completed,TRUE,59,5.90,14,78.90,41:02.0,52:33.2,04:04.4,15:35.6,27:06.8,1/5/2022
2667,967,668,40667,completed,completed,TRUE,57,5.70,14,76.70,55:43.0,07:14.2,18:45.4,30:16.6,41:47.8,1/17/2022
2668,968,669,40668,completed,completed,TRUE,30,3.00,8,41.00,19:31.0,31:02.2,42:33.4,54:04.6,05:35.8,1/19/2022
2669,969,670,40669,completed,completed,TRUE,16,1.60,7,24.60,42:14.0,53:45.2,05:16.4,16:47.6,28:18.8,1/23/2022
2670,970,671,40670,completed,completed,TRUE,58,5.80,6,69.80,46:34.0,58:05.2,09:36.4,21:07.6,32:38.8,1/15/2022
2671,971,672,40671,completed,completed,TRUE,63,6.30,11,80.30,57:01.0,08:32.2,20:03.4,31:34.6,43:05.8,2/24/2022
2672,972,673,40672,completed,completed,TRUE,15,1.50,8,24.50,14:38.0,26:09.2,37:40.4,49:11.6,00:42.8,1/12/2022
2673,973,674,40673,completed,completed,TRUE,65,6.50,13,84.50,19:27.0,30:58.2,42:29.4,54:00.6,05:31.8,1/31/2022
2674,974,675,40674,completed,completed,TRUE,68,6.80,6,80.80,56:55.0,08:26.2,19:57.4,31:28.6,42:59.8,1/16/2022
2675,975,676,40675,completed,completed,TRUE,31,3.10,15,49.10,11:21.0,22:52.2,34:23.4,45:54.6,57:25.8,2/5/2022
2676,976,677,40676,completed,completed,TRUE,17,1.70,10,28.70,22:06.0,33:37.2,45:08.4,56:39.6,08:10.8,1/7/2022
2677,977,678,40677,completed,completed,TRUE,65,6.50,5,76.50,53:43.0,05:14.2,16:45.4,28:16.6,39:47.8,2/7/2022
2678,978,679,40678,completed,completed,TRUE,32,3.20,9,44.20,29:29.0,41:00.2,52:31.4,04:02.6,15:33.8,2/18/2022
2679,979,680,40679,completed,completed,TRUE,56,5.60,15,76.60,26:35.0,38:06.2,49:37.4,01:08.6,12:39.8,1/31/2022
2680,980,681,40680,completed,completed,TRUE,26,2.60,11,39.60,43:54.0,55:25.2,06:56.4,18:27.6,29:58.8,1/2/2022
2681,981,682,40681,completed,completed,TRUE,33,3.30,10,46.30,21:11.0,32:42.2,44:13.4,55:44.6,07:15.8,2/22/2022
2682,982,683,40682,completed,completed,TRUE,59,5.90,5,69.90,22:38.0,34:09.2,45:40.4,57:11.6,08:42.8,1/22/2022
2683,983,684,40683,completed,completed,TRUE,38,3.80,14,55.80,37:38.0,49:09.2,00:40.4,12:11.6,23:42.8,2/4/2022
2684,984,685,40684,completed,completed,TRUE,18,1.80,15,34.80,16:47.0,28:18.2,39:49.4,51:20.6,02:51.8,1/19/2022
2685,985,686,40685,completed,completed,TRUE,37,3.70,14,54.70,53:57.0,05:28.2,16:59.4,28:30.6,40:01.8,2/11/2022
2686,986,687,40686,completed,completed,TRUE,40,4.00,5,49.00,12:45.0,24:16.2,35:47.4,47:18.6,58:49.8,1/18/2022
2687,987,688,40687,completed,completed,TRUE,63,6.30,5,74.30,39:35.0,51:06.2,02:37.4,14:08.6,25:39.8,2/13/2022
2688,988,689,40688,completed,completed,TRUE,33,3.30,14,50.30,02:15.0,13:46.2,25:17.4,36:48.6,48:19.8,2/1/2022
2689,989,690,40689,completed,completed,TRUE,51,5.10,8,64.10,05:58.0,17:29.2,29:00.4,40:31.6,52:02.8,1/18/2022
2690,990,691,40690,completed,completed,TRUE,30,3.00,5,38.00,30:37.0,42:08.2,53:39.4,05:10.6,16:41.8,1/1/2022
2691,991,692,40691,completed,completed,TRUE,41,4.10,7,52.10,50:23.0,01:54.2,13:25.4,24:56.6,36:27.8,1/27/2022
2692,992,693,40692,completed,completed,TRUE,53,5.30,8,66.30,05:45.0,17:16.2,28:47.4,40:18.6,51:49.8,2/2/2022
2693,993,694,40693,completed,completed,TRUE,66,6.60,14,86.60,39:05.0,50:36.2,02:07.4,13:38.6,25:09.8,1/27/2022
2694,994,695,40694,completed,completed,TRUE,61,6.10,13,80.10,18:56.0,30:27.2,41:58.4,53:29.6,05:00.8,2/18/2022
2695,995,696,40695,completed,completed,TRUE,19,1.90,5,25.90,08:32.0,20:03.2,31:34.4,43:05.6,54:36.8,1/8/2022
2696,996,697,40696,completed,completed,TRUE,68,6.80,5,79.80,28:35.0,40:06.2,51:37.4,03:08.6,14:39.8,1/13/2022
2697,997,698,40697,completed,completed,TRUE,64,6.40,15,85.40,06:48.0,18:19.2,29:50.4,41:21.6,52:52.8,2/18/2022
2698,998,699,40698,completed,completed,TRUE,16,1.60,11,28.60,42:10.0,53:41.2,05:12.4,16:43.6,28:14.8,1/23/2022
2699,999,700,40699,completed,completed,TRUE,52,5.20,9,66.20,32:19.0,43:50.2,55:21.4,06:52.6,18:23.8,2/14/2022
2700,1000,701,40700,completed,completed,TRUE,28,2.80,7,37.80,17:56.0,29:27.2,40:58.4,52:29.6,04:00.8,2/12/2022
2701,1001,702,40701,completed,completed,TRUE,49,4.90,6,59.90,27:06.0,38:37.2,50:08.4,01:39.6,13:10.8,2/20/2022
2702,1002,703,40702,completed,completed,TRUE,52,5.20,8,65.20,54:26.0,05:57.2,17:28.4,28:59.6,40:30.8,2/19/2022
2703,1003,704,40703,completed,completed,TRUE,16,1.60,9,26.60,52:20.0,03:51.2,15:22.4,26:53.6,38:24.8,2/14/2022
2704,1004,705,40704,completed,completed,TRUE,63,6.30,5,74.30,47:30.0,59:01.2,10:32.4,22:03.6,33:34.8,1/6/2022
2705,1005,706,40705,completed,completed,TRUE,53,5.30,13,71.30,33:16.0,44:47.2,56:18.4,07:49.6,19:20.8,2/8/2022
2706,1006,707,40706,completed,completed,TRUE,27,2.70,11,40.70,51:06.0,02:37.2,14:08.4,25:39.6,37:10.8,2/12/2022
2707,1007,708,40707,completed,completed,TRUE,15,1.50,10,26.50,00:28.0,11:59.2,23:30.4,35:01.6,46:32.8,2/25/2022
2708,1008,709,40708,completed,completed,TRUE,31,3.10,10,44.10,33:12.0,44:43.2,56:14.4,07:45.6,19:16.8,2/28/2022
2709,1009,710,40709,completed,completed,TRUE,24,2.40,12,38.40,55:49.0,07:20.2,18:51.4,30:22.6,41:53.8,1/31/2022
2710,1010,711,40710,completed,completed,TRUE,49,4.90,15,68.90,33:29.0,45:00.2,56:31.4,08:02.6,19:33.8,2/7/2022
2711,1011,712,40711,completed,completed,TRUE,34,3.40,12,49.40,53:51.0,05:22.2,16:53.4,28:24.6,39:55.8,2/2/2022
2712,1012,713,40712,completed,completed,TRUE,37,3.70,14,54.70,05:14.0,16:45.2,28:16.4,39:47.6,51:18.8,2/27/2022
2713,1013,714,40713,completed,completed,TRUE,20,2.00,12,34.00,36:07.0,47:38.2,59:09.4,10:40.6,22:11.8,1/7/2022
2714,1014,715,40714,completed,completed,TRUE,55,5.50,15,75.50,26:31.0,38:02.2,49:33.4,01:04.6,12:35.8,2/23/2022
2715,1015,716,40715,completed,completed,TRUE,68,6.80,14,88.80,53:18.0,04:49.2,16:20.4,27:51.6,39:22.8,2/9/2022
2716,1016,717,40716,completed,completed,TRUE,59,5.90,13,77.90,00:32.0,12:03.2,23:34.4,35:05.6,46:36.8,2/5/2022
2717,1017,718,40717,completed,completed,TRUE,35,3.50,9,47.50,46:09.0,57:40.2,09:11.4,20:42.6,32:13.8,1/26/2022
2718,1018,719,40718,completed,completed,TRUE,47,4.70,7,58.70,42:57.0,54:28.2,05:59.4,17:30.6,29:01.8,1/1/2022
2719,1019,720,40719,completed,completed,TRUE,33,3.30,11,47.30,01:21.0,12:52.2,24:23.4,35:54.6,47:25.8,2/24/2022
2720,1020,721,40720,completed,completed,TRUE,38,3.80,12,53.80,25:37.0,37:08.2,48:39.4,00:10.6,11:41.8,2/27/2022
2721,1021,722,40721,completed,completed,TRUE,25,2.50,13,40.50,06:38.0,18:09.2,29:40.4,41:11.6,52:42.8,1/22/2022
2722,1022,723,40722,completed,completed,TRUE,15,1.50,5,21.50,07:49.0,19:20.2,30:51.4,42:22.6,53:53.8,2/6/2022
2723,1023,724,40723,completed,completed,TRUE,55,5.50,13,73.50,16:02.0,27:33.2,39:04.4,50:35.6,02:06.8,2/18/2022
2724,1024,725,40724,completed,completed,TRUE,41,4.10,6,51.10,52:51.0,04:22.2,15:53.4,27:24.6,38:55.8,2/12/2022
2725,1025,726,40725,completed,completed,TRUE,48,4.80,12,64.80,39:32.0,51:03.2,02:34.4,14:05.6,25:36.8,2/4/2022
2726,1026,727,40726,completed,completed,TRUE,59,5.90,7,71.90,00:58.0,12:29.2,24:00.4,35:31.6,47:02.8,2/28/2022
2727,1027,728,40727,completed,completed,TRUE,33,3.30,5,41.30,32:02.0,43:33.2,55:04.4,06:35.6,18:06.8,2/28/2022
2728,1028,729,40728,completed,completed,TRUE,29,2.90,6,37.90,49:37.0,01:08.2,12:39.4,24:10.6,35:41.8,2/10/2022
2729,1029,730,40729,completed,completed,TRUE,21,2.10,9,32.10,58:49.0,10:20.2,21:51.4,33:22.6,44:53.8,1/29/2022
2730,1030,731,40730,completed,completed,TRUE,40,4.00,10,54.00,05:17.0,16:48.2,28:19.4,39:50.6,51:21.8,2/12/2022
2731,1031,732,40731,completed,completed,TRUE,43,4.30,12,59.30,01:58.0,13:29.2,25:00.4,36:31.6,48:02.8,2/15/2022
2732,1032,733,40732,completed,completed,TRUE,68,6.80,8,82.80,01:55.0,13:26.2,24:57.4,36:28.6,47:59.8,2/6/2022
2733,1033,734,40733,completed,completed,TRUE,15,1.50,11,27.50,56:58.0,08:29.2,20:00.4,31:31.6,43:02.8,2/13/2022
2734,1034,735,40734,completed,completed,TRUE,43,4.30,5,52.30,42:38.0,54:09.2,05:40.4,17:11.6,28:42.8,1/23/2022
2735,1035,736,40735,completed,completed,TRUE,21,2.10,5,28.10,55:50.0,07:21.2,18:52.4,30:23.6,41:54.8,1/17/2022
2736,1036,737,40736,completed,completed,TRUE,61,6.10,12,79.10,21:24.0,32:55.2,44:26.4,55:57.6,07:28.8,1/29/2022
2737,1037,738,40737,completed,completed,TRUE,28,2.80,10,40.80,42:36.0,54:07.2,05:38.4,17:09.6,28:40.8,1/10/2022
2738,1038,739,40738,completed,completed,TRUE,34,3.40,15,52.40,19:07.0,30:38.2,42:09.4,53:40.6,05:11.8,1/9/2022
2739,1039,740,40739,completed,completed,TRUE,27,2.70,9,38.70,28:10.0,39:41.2,51:12.4,02:43.6,14:14.8,2/13/2022
2740,1040,741,40740,completed,completed,TRUE,58,5.80,5,68.80,16:15.0,27:46.2,39:17.4,50:48.6,02:19.8,2/13/2022
2741,1041,742,40741,completed,completed,TRUE,18,1.80,14,33.80,28:23.0,39:54.2,51:25.4,02:56.6,14:27.8,1/13/2022
2742,1042,743,40742,completed,completed,TRUE,68,6.80,12,86.80,25:46.0,37:17.2,48:48.4,00:19.6,11:50.8,1/12/2022
2743,1043,744,40743,completed,completed,TRUE,18,1.80,14,33.80,37:24.0,48:55.2,00:26.4,11:57.6,23:28.8,2/10/2022
2744,1044,745,40744,completed,completed,TRUE,23,2.30,9,34.30,03:56.0,15:27.2,26:58.4,38:29.6,50:00.8,2/8/2022
2745,1045,746,40745,completed,completed,TRUE,47,4.70,15,66.70,36:09.0,47:40.2,59:11.4,10:42.6,22:13.8,1/15/2022
2746,1046,747,40746,completed,completed,TRUE,39,3.90,7,49.90,10:16.0,21:47.2,33:18.4,44:49.6,56:20.8,1/24/2022
2747,1047,748,40747,completed,completed,TRUE,54,5.40,9,68.40,03:28.0,14:59.2,26:30.4,38:01.6,49:32.8,2/18/2022
2748,1048,749,40748,completed,completed,TRUE,63,6.30,11,80.30,05:22.0,16:53.2,28:24.4,39:55.6,51:26.8,2/2/2022
2749,1049,750,40749,completed,completed,TRUE,59,5.90,10,74.90,59:56.0,11:27.2,22:58.4,34:29.6,46:00.8,2/5/2022
2750,1050,751,40750,completed,completed,TRUE,32,3.20,10,45.20,29:58.0,41:29.2,53:00.4,04:31.6,16:02.8,2/5/2022
2751,1051,752,40751,completed,completed,TRUE,21,2.10,5,28.10,34:44.0,46:15.2,57:46.4,09:17.6,20:48.8,2/9/2022
2752,1052,753,40752,completed,completed,TRUE,27,2.70,5,34.70,27:31.0,39:02.2,50:33.4,02:04.6,13:35.8,1/15/2022
2753,1053,754,40753,completed,completed,TRUE,32,3.20,11,46.20,05:23.0,16:54.2,28:25.4,39:56.6,51:27.8,1/3/2022
2754,1054,755,40754,completed,completed,TRUE,15,1.50,7,23.50,15:55.0,27:26.2,38:57.4,50:28.6,01:59.8,1/16/2022
2755,1055,756,40755,completed,completed,TRUE,15,1.50,10,26.50,27:02.0,38:33.2,50:04.4,01:35.6,13:06.8,2/13/2022
2756,1056,757,40756,completed,completed,TRUE,32,3.20,6,41.20,33:15.0,44:46.2,56:17.4,07:48.6,19:19.8,1/19/2022
2757,1057,758,40757,completed,completed,TRUE,68,6.80,11,85.80,47:47.0,59:18.2,10:49.4,22:20.6,33:51.8,2/15/2022
2758,1058,759,40758,completed,completed,TRUE,24,2.40,5,31.40,02:01.0,13:32.2,25:03.4,36:34.6,48:05.8,2/17/2022
2759,1059,760,40759,completed,completed,TRUE,37,3.70,14,54.70,52:13.0,03:44.2,15:15.4,26:46.6,38:17.8,2/21/2022
2760,1060,761,40760,completed,completed,TRUE,20,2.00,15,37.00,14:07.0,25:38.2,37:09.4,48:40.6,00:11.8,2/28/2022
2761,1061,762,40761,completed,completed,TRUE,40,4.00,6,50.00,38:54.0,50:25.2,01:56.4,13:27.6,24:58.8,2/17/2022
2762,1062,763,40762,completed,completed,TRUE,69,6.90,13,88.90,03:09.0,14:40.2,26:11.4,37:42.6,49:13.8,1/28/2022
2763,1063,764,40763,completed,completed,TRUE,54,5.40,15,74.40,35:36.0,47:07.2,58:38.4,10:09.6,21:40.8,2/13/2022
2764,1064,765,40764,completed,completed,TRUE,50,5.00,10,65.00,04:24.0,15:55.2,27:26.4,38:57.6,50:28.8,2/28/2022
2765,1065,766,40765,completed,completed,TRUE,52,5.20,14,71.20,46:11.0,57:42.2,09:13.4,20:44.6,32:15.8,1/31/2022
2766,1066,767,40766,completed,completed,TRUE,44,4.40,9,57.40,00:47.0,12:18.2,23:49.4,35:20.6,46:51.8,1/6/2022
2767,1067,768,40767,completed,completed,TRUE,34,3.40,11,48.40,06:29.0,18:00.2,29:31.4,41:02.6,52:33.8,2/21/2022
2768,1068,769,40768,completed,completed,TRUE,28,2.80,7,37.80,00:48.0,12:19.2,23:50.4,35:21.6,46:52.8,2/12/2022
2769,1069,770,40769,completed,completed,TRUE,62,6.20,8,76.20,46:21.0,57:52.2,09:23.4,20:54.6,32:25.8,1/7/2022
2770,1070,771,40770,completed,completed,TRUE,68,6.80,12,86.80,13:25.0,24:56.2,36:27.4,47:58.6,59:29.8,1/24/2022
2771,1071,772,40771,completed,completed,TRUE,18,1.80,12,31.80,57:24.0,08:55.2,20:26.4,31:57.6,43:28.8,1/11/2022
2772,1072,773,40772,completed,completed,TRUE,54,5.40,11,70.40,45:24.0,56:55.2,08:26.4,19:57.6,31:28.8,1/4/2022
2773,1073,774,40773,completed,completed,TRUE,51,5.10,13,69.10,38:12.0,49:43.2,01:14.4,12:45.6,24:16.8,2/17/2022
2774,1074,775,40774,completed,completed,TRUE,23,2.30,14,39.30,34:48.0,46:19.2,57:50.4,09:21.6,20:52.8,2/17/2022
2775,1075,776,40775,completed,completed,TRUE,53,5.30,13,71.30,43:03.0,54:34.2,06:05.4,17:36.6,29:07.8,2/22/2022
2776,1076,777,40776,completed,completed,TRUE,70,7.00,15,92.00,45:16.0,56:47.2,08:18.4,19:49.6,31:20.8,2/25/2022
2777,1077,778,40777,completed,completed,TRUE,16,1.60,15,32.60,28:27.0,39:58.2,51:29.4,03:00.6,14:31.8,2/18/2022
2778,1078,779,40778,completed,completed,TRUE,67,6.70,5,78.70,11:22.0,22:53.2,34:24.4,45:55.6,57:26.8,1/11/2022
2779,1079,780,40779,completed,completed,TRUE,45,4.50,14,63.50,51:01.0,02:32.2,14:03.4,25:34.6,37:05.8,2/8/2022
2780,1080,781,40780,completed,completed,TRUE,69,6.90,14,89.90,05:15.0,16:46.2,28:17.4,39:48.6,51:19.8,2/25/2022
2781,1081,782,40781,completed,completed,TRUE,61,6.10,9,76.10,36:59.0,48:30.2,00:01.4,11:32.6,23:03.8,1/27/2022
2782,1082,783,40782,completed,completed,TRUE,27,2.70,9,38.70,45:34.0,57:05.2,08:36.4,20:07.6,31:38.8,2/25/2022
2783,1083,784,40783,completed,completed,TRUE,29,2.90,13,44.90,01:53.0,13:24.2,24:55.4,36:26.6,47:57.8,2/13/2022
2784,1084,785,40784,completed,completed,TRUE,36,3.60,10,49.60,36:44.0,48:15.2,59:46.4,11:17.6,22:48.8,2/11/2022
