restaurant_id,name,address,category,city,country,postalCode,state,status,expected_prep_time,max_delivery_radius,is_delivery,is_pickup,first_order_date
40586,McDonald's,170 Lincoln Rd E,Fast Food Restaurant South Vallejo,Vallejo,US,94591,CA,ACTIVE,30,6,Yes,Yes,12/26/2021
40587,McDonald's,1634 W Glenoaks Blvd,Fast Food Restaurant,Glendale,US,91201,CA,ACTIVE,37,11,Yes,Yes,12/28/2021
40588,McDonald's,15950 Los Serranos Country Club Dr,Fast Food Restaurant,Chino Hills,US,91709,CA,ACTIVE,35,5,Yes,Yes,12/8/2021
40589,McDonald's,1570 Sycamore Ave,Fast Food Restaurants,Hercules,US,94547,CA,ACTIVE,37,15,Yes,Yes,4/1/2021
40590,McDonald's,1520 W Valley Blvd,Fast Food Restaurant,Alhambra,US,91803,CA,ACTIVE,23,13,Yes,Yes,3/16/2021
40591,McDonald's,1526 W Edinger Ave,Fast Food Restaurants,Santa Ana,US,92704,CA,DELETED,24,10,Yes,Yes,1/21/2021
40592,McDonald's,1516 Canyon Del Rey Blvd,Fast Food Restaurants,Seaside,US,93955,CA,DELETED,27,12,Yes,Yes,5/15/2021
40593,McDonald's,1516 Canyon Del Rey Blvd,Fast Food Restaurant,Seaside,US,93955,CA,ACTIVE,30,15,Yes,Yes,9/12/2021
40594,KFC - Kentucky Fried Chicken,7199 Mission St,Fast Food,Daly City,US,94014,CA,ACTIVE,37,12,Yes,Yes,7/21/2021
40595,McDonald's,1500 E Main St,Fast Food Restaurants,Woodland,US,95776,CA,ACTIVE,34,8,Yes,Yes,9/28/2021
40596,McDonald's,1459 Main St,Fast Food Restaurant,Watsonville,US,95076,CA,ACTIVE,39,11,Yes,Yes,8/6/2021
40597,Chick-fil-A,9345 Parkway E,"Fast Food Restaurant, American Restaurant, and Sandwich Place Huffman",Birmingham,US,35215,AL,ACTIVE,21,8,Yes,Yes,4/21/2021
40598,Chick-fil-A,1005 Foxcroft Ave,Fast Food Restaurant,Martinsburg,US,25401,WV,ACTIVE,31,15,Yes,Yes,7/29/2021
40599,Chick-fil-A,1300 N Eisenhower Dr,Fast Food Restaurants,Beckley,US,25801,WV,ACTIVE,35,10,Yes,Yes,10/24/2021
40600,Chick-fil-A,5003a Victory Blvd,Fast Food Restaurant,Yorktown,US,23693,VA,ACTIVE,23,5,Yes,Yes,1/19/2021
40601,Chick-fil-A,6732 Mooretown Rd,Fast Food Restaurants,Williamsburg,US,23188,VA,ACTIVE,35,7,Yes,Yes,3/17/2021
40602,Chick-fil-A,5409 Indian River Rd,Fast Food Restaurants,Virginia Beach,US,23464,VA,ACTIVE,37,7,Yes,Yes,6/6/2021
40603,Chick-fil-A,4802 Valley View Blvd NW,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Roanoke,US,24012,VA,DELETED,36,7,Yes,Yes,5/3/2021
40604,Chick-fil-A,4802 Valley View Blvd NW,Fast Food Restaurant,Roanoke,US,24012,VA,ACTIVE,23,10,Yes,Yes,9/9/2021
40605,Chick-fil-A,4374 Electric Rd,Fast Food Restaurants,Roanoke,US,24018,VA,DELETED,23,7,Yes,Yes,11/5/2021
40606,Chick-fil-A,9100 W Broad St,Fast Food Restaurants,Henrico,US,23294,VA,ACTIVE,37,14,Yes,Yes,9/22/2021
40607,In-N-Out Burger,324 S Azusa Ave,Fast Food Restaurant,Azusa,US,91702,CA,DELETED,23,8,Yes,Yes,12/14/2021
40608,In-N-Out Burger,13850 Francisquito Ave,Fast Food,Baldwin Park,US,91706,CA,DELETED,30,12,Yes,Yes,8/26/2021
40609,In-N-Out Burger,2821 Lenwood Rd,"Burger Joint, American Restaurant, and Fast Food Restaurant",Barstow,US,92311,CA,ACTIVE,23,5,Yes,Yes,5/17/2021
40610,In-N-Out Burger,130 Grass Valley Hwy,Fast Food Restaurant,Auburn,US,95603,CA,ACTIVE,33,15,Yes,Yes,2/9/2021
40611,Chick-fil-A,1205 N Military Hwy,Fast Food Restaurant,Norfolk,US,23502,VA,ACTIVE,34,9,Yes,Yes,9/28/2021
40612,Chick-fil-A,2901 Candlers Mountain Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Lynchburg,US,24502,VA,DELETED,20,15,Yes,Yes,7/4/2021
40613,Chick-fil-A,2140 Coliseum Dr,Fast Food Restaurants,Hampton,US,23666,VA,ACTIVE,33,15,Yes,Yes,4/7/2021
40614,Chick-fil-A,1698 Carl D Silver Pkwy,Fast Food Restaurant,Fredericksburg,US,22401,VA,ACTIVE,26,13,Yes,Yes,7/13/2021
40615,Chick-fil-A,325 Piedmont Dr,Fast Food Restaurant,Danville,US,24540,VA,ACTIVE,33,5,Yes,Yes,1/10/2021
40616,Chick-fil-A,4412 Chantilly Pl,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Chantilly,US,20151,VA,ACTIVE,30,10,Yes,Yes,10/18/2021
40617,Chick-fil-A,1576 Rio Rd E,Fast Food Restaurants,Charlottesville,US,22901,VA,DELETED,27,15,Yes,Yes,9/2/2021
40618,Chick-fil-A,350 Woodbrook Dr,Fast Food Restaurants,Charlottesville,US,22901,VA,ACTIVE,30,7,Yes,Yes,6/10/2021
40619,Chick-fil-A,6191 S State St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Salt Lake City,US,84107,UT,ACTIVE,21,7,Yes,Yes,3/1/2021
40620,Pizza Hut,805 Highway 2 N,Fast Food Restaurants,Wilburton,US,74578,OK,ACTIVE,28,10,Yes,Yes,10/6/2021
40621,Pizza Hut,701 S Broadway St,Fast Food Restaurants,Checotah,US,74426,OK,ACTIVE,38,11,Yes,Yes,3/6/2021
40622,Pizza Hut,12922 E 86th St N,Fast Food Restaurants,Owasso,US,74055,OK,DELETED,21,13,Yes,Yes,7/11/2021
40623,Pizza Hut,715 Highway 76 S,Fast Food Restaurants,Healdton,US,73438,OK,ACTIVE,24,6,Yes,Yes,10/14/2021
40624,Subway,35 Erie Rd,Fast Food Restaurants,Tallmadge,US,44278,OH,ACTIVE,27,14,Yes,Yes,8/28/2021
40625,Subway,3200 Broadway,Fast Food Restaurants,Grove City,US,43123,OH,ACTIVE,30,12,Yes,Yes,11/30/2021
40626,Subway,3212 Mahoning Ave,Fast Food Restaurants,Youngstown,US,44509,OH,ACTIVE,20,8,Yes,Yes,6/24/2021
40627,Taco Bell,1221 E 9 Mile Rd,Taco Place and Fast Food Restaurant,Hazel Park,US,48030,MI,ACTIVE,22,14,Yes,Yes,9/14/2021
40628,Taco Bell,12200 Gratiot Ave,Fast Food Restaurant,Detroit,US,48205,MI,ACTIVE,39,5,Yes,Yes,9/22/2021
40629,Subway,2924 State Rd,Fast Food Restaurants,Cuyahoga Falls,US,44223,OH,ACTIVE,29,15,Yes,Yes,1/23/2021
40630,Subway,2838 Whipple Ave NW,Fast Food Restaurants,Canton,US,44708,OH,ACTIVE,26,9,Yes,Yes,2/25/2021
40631,Arby's,1224 S Mission,Fast Food,Mount Pleasant,US,48858,MI,ACTIVE,23,11,Yes,Yes,3/11/2021
40632,Whataburger,4610 S 48th St,Fast Food Restaurant,Phoenix,US,85040,AZ,ACTIVE,39,9,Yes,Yes,3/1/2021
40633,Taco Bell,8428 Baltimore Ave,Fast Food Restaurants,College Park,US,20740,MD,DELETED,20,14,Yes,Yes,4/19/2021
40634,Taco Bell,8428 Baltimore Ave,Fast Food Restaurant,College Park,US,20740,MD,ACTIVE,31,11,Yes,Yes,12/25/2021
40635,Whataburger,450 W Indian School Rd,Fast Food,Phoenix,US,85013,AZ,ACTIVE,38,8,Yes,Yes,2/16/2021
40636,Whataburger,1840 S 19th Ave,Burger Joint and Fast Food Restaurant Central City South,Phoenix,US,85009,AZ,ACTIVE,30,15,Yes,Yes,6/19/2021
40637,Whataburger,7375 W Chandler Blvd,Fast Food Restaurant,Chandler,US,85226,AZ,ACTIVE,31,12,Yes,Yes,10/15/2021
40638,Whataburger,1450 N Dysart Rd,Fast Food Restaurant,Avondale,US,85323,AZ,ACTIVE,28,13,Yes,Yes,11/24/2021
40639,Subway,109 S Jefferson St,Fast Food Restaurants,La Grange,US,78945,TX,ACTIVE,38,14,Yes,Yes,2/6/2021
40640,Burger King,2132 N Park Rd,Fast food restaurants,Connersville,US,47331,IN,ACTIVE,29,7,Yes,Yes,5/8/2021
40641,Arby's,5515 Fenton Rd,Fast Food,Flint,US,48507,MI,ACTIVE,37,12,Yes,Yes,11/15/2021
40642,Subway,1018 E Gravis St,Fast Food Restaurants,San Diego,US,78384,TX,ACTIVE,21,6,Yes,Yes,2/2/2021
40643,El Burrito Loco,1416 W Galena Ave,Fast Food,Freeport,US,61032,IL,ACTIVE,39,7,Yes,Yes,5/16/2021
40644,Arby's,1714 N Mitchell St,Fast Food Restaurant,Cadillac,US,49601,MI,ACTIVE,40,5,Yes,Yes,4/24/2021
40645,Arby's,2509 Alpine Ave NW,Fast Food Restaurants,Grand Rapids,US,49544,MI,DELETED,29,7,Yes,Yes,10/18/2021
40646,Arby's,765 44th St SW,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Wyoming,US,49509,MI,ACTIVE,39,6,Yes,Yes,11/26/2021
40647,Arby's,3000 28th St SE,Fast Food Restaurant,Grand Rapids,US,49512,MI,ACTIVE,33,7,Yes,Yes,4/22/2021
40648,Arby's,1230 Leonard St NE,Fast Food,Grand Rapids,US,49505,MI,ACTIVE,24,8,Yes,Yes,12/12/2021
40649,Arby's,4584 Chicago Dr SW,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Grandville,US,49418,MI,ACTIVE,40,13,Yes,Yes,5/19/2021
40650,Arby's,1195 Washington Ave,Fast Food,Holland,US,49423,MI,ACTIVE,35,7,Yes,Yes,10/23/2021
40651,Burger King,36100 Hwy 27,Fast Food,Haines City,US,33844,FL,DELETED,39,15,Yes,Yes,8/30/2021
40652,Arby's,411 W Carleton Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Hillsdale,US,49242,MI,ACTIVE,38,13,Yes,Yes,10/1/2021
40653,Arby's,2143 W Main St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Lowell,US,49331,MI,ACTIVE,29,14,Yes,Yes,10/28/2021
40654,Arby's,952 N West Ave,Fast Food Restaurants,Jackson,US,49202,MI,ACTIVE,39,14,Yes,Yes,11/17/2021
40655,Arby's,1215 M 89,Fast Food,Plainwell,US,49080,MI,ACTIVE,36,9,Yes,Yes,1/5/2021
40656,Arby's,1215 M 89,Fast Food Restaurants,Plainwell,US,49080,MI,ACTIVE,31,5,Yes,Yes,9/24/2021
40657,Arby's,1310 W Michigan Ave,Fast Food,Marshall,US,49068,MI,DELETED,25,14,Yes,Yes,6/6/2021
40658,Arby's,8508 Shaver Rd,Fast Food,Portage,US,49024,MI,ACTIVE,23,14,Yes,Yes,5/29/2021
40659,Arby's,3656 E Cork St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Kalamazoo,US,49001,MI,ACTIVE,24,9,Yes,Yes,5/14/2021
40660,Arby's,6031 S Cedar St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Lansing,US,48911,MI,ACTIVE,34,9,Yes,Yes,4/26/2021
40661,Arby's,1881 S Scott Rd,Fast Food Restaurants,Saint Johns,US,48879,MI,ACTIVE,29,12,Yes,Yes,5/19/2021
40662,Arby's,6360 Dixie Hwy,Fast Food Restaurants,Bridgeport,US,48722,MI,ACTIVE,36,7,Yes,Yes,6/18/2021
40663,Arby's,7019 Eastman Ave,Fast Food Restaurant,Midland,US,48642,MI,ACTIVE,40,5,Yes,Yes,12/9/2021
40664,Arby's,2900 Cook Rd,Fast Food Restaurants,West Branch,US,48661,MI,ACTIVE,39,11,Yes,Yes,3/5/2021
40665,Burger King,860 S Main St,Fast Food Restaurants,Belle Glade,US,33430,FL,ACTIVE,30,14,Yes,Yes,5/22/2021
40666,Arby's,10207 S Clare Ave,Fast Food Restaurant,Clare,US,48617,MI,ACTIVE,26,15,Yes,Yes,10/21/2021
40667,Arby's,3574 W Houghton Lake Dr,Fast Food Restaurant,Houghton Lake,US,48629,MI,DELETED,23,5,Yes,Yes,12/31/2021
40668,Arby's,765 S Main St,Fast Food Restaurants,Lapeer,US,48446,MI,ACTIVE,26,15,Yes,Yes,4/16/2021
40669,Arby's,1010 S State Rd,Fast Food,Davison,US,48423,MI,ACTIVE,26,5,Yes,Yes,6/5/2021
40670,Arby's,3465 Pollock Rd,Fast Food Restaurant,Grand Blanc,US,48439,MI,ACTIVE,26,11,Yes,Yes,5/1/2021
40671,Papa Gino's,545 Hooksett Rd,Fast Food Restaurants,Manchester,US,3104,NH,ACTIVE,32,15,Yes,Yes,8/2/2021
40672,Spangles,1818 E Pawnee St,"Fast Food Restaurant, American Restaurant, and Burger Joint",Wichita,US,67211,KS,ACTIVE,24,5,Yes,Yes,5/30/2021
40673,Burger King,1308 N Keller Dr,Fast Food,Effingham,US,62401,IL,ACTIVE,35,6,Yes,Yes,7/8/2021
40674,Capri Restaurant,2520 W Fairview Ave,Fast Food Restaurants,Boise,US,83702,ID,ACTIVE,38,10,Yes,Yes,7/19/2021
40675,Arby's,1401 Thelma Keller Ave,Fast Food,Effingham,US,62401,IL,ACTIVE,21,8,Yes,Yes,12/9/2021
40676,Angelina's Pizza,8155 Columbia Rd,Fast Food Restaurants,Olmsted Falls,US,44138,OH,ACTIVE,37,13,Yes,Yes,3/3/2021
40677,Jack in the Box,2689 Pinole Valley Rd,Fast Food Restaurant,Pinole,US,94564,CA,ACTIVE,23,14,Yes,Yes,12/10/2021
40678,Arby's,2543 Cleveland Ave Sw,Fast Food Restaurant,Canton,US,44707,OH,ACTIVE,30,5,Yes,Yes,9/3/2021
40679,Arby's,4620 Tuscarawas St W,Fast Food,Canton,US,44708,OH,ACTIVE,36,7,Yes,Yes,6/1/2021
40680,Chanello's Pizza,3201 E Ocean View Ave,Fast Food Restaurants,Norfolk,US,23518,VA,ACTIVE,29,8,Yes,Yes,7/31/2021
40681,Jack in the Box,2505 A St,Fast Food Restaurant,Antioch,US,94509,CA,ACTIVE,25,5,Yes,Yes,3/10/2021
40682,Jack in the Box,2548 S Azusa Ave,Fast Food,West Covina,US,91792,CA,ACTIVE,38,9,Yes,Yes,1/6/2021
40683,Pizza Hut,8876 Dallas Acworth Hwy Ste 106,Fast Food Restaurants,Dallas,US,30132,GA,ACTIVE,29,9,Yes,Yes,10/23/2021
40684,Taco Bell,7085 N Marks Ave,Fast Food Restaurants,Fresno,US,93711,CA,ACTIVE,30,10,Yes,Yes,4/17/2021
40685,Jack in the Box,235 E Orangethorpe Ave,Fast Food Restaurant,Fullerton,US,92832,CA,ACTIVE,38,13,Yes,Yes,4/16/2021
40686,Jack in the Box,2293 Arden Way,Fast Food Restaurant,Sacramento,US,95825,CA,ACTIVE,34,12,Yes,Yes,11/18/2021
40687,Arby's,15 Progress Cir,Fast Food,Blue Ridge,US,30513,GA,ACTIVE,29,15,Yes,Yes,12/10/2021
40688,Arby's,15 Progress Cir,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Blue Ridge,US,30513,GA,ACTIVE,29,13,Yes,Yes,1/23/2021
40689,Jack in the Box,2296 Griffin Way,Fast Food Restaurant,Corona,US,92879,CA,ACTIVE,21,7,Yes,Yes,3/30/2021
40690,Taco Bell,7785 N 1st St,Fast Food Restaurant,Fresno,US,93720,CA,ACTIVE,27,8,Yes,Yes,11/10/2021
40691,Jack in the Box,22730 Victory Blvd,Fast Food Restaurant,Woodland Hills,US,91367,CA,ACTIVE,25,12,Yes,Yes,8/8/2021
40692,Jack in the Box,2242 S Euclid Ave,Fast Food Restaurant,Ontario,US,91762,CA,ACTIVE,36,13,Yes,Yes,1/18/2021
40693,Taco Bell,991 W El Camino Real,Fast Food,Sunnyvale,US,94087,CA,ACTIVE,26,14,Yes,Yes,8/26/2021
40694,Jack in the Box,22220 Wilmington Ave,Fast Food,Carson,US,90745,CA,DELETED,32,7,Yes,Yes,7/20/2021
40695,Taco Bell,1350 Travis Blvd,Fast Food Restaurant,Fairfield,US,94533,CA,ACTIVE,30,13,Yes,Yes,12/24/2021
40696,Taco Bell,500 Contra Costa Blvd,Fast Food,Pleasant Hill,US,94523,CA,ACTIVE,33,11,Yes,Yes,3/3/2021
40697,Taco Bell,1700 Contra Costa Blvd,Fast Food Restaurant and Mexican Restaurant,Pleasant Hill,US,94523,CA,ACTIVE,34,14,Yes,Yes,10/19/2021
40698,Jack in the Box,2125 Windsor Ave,Fast Food,Altadena,US,91001,CA,ACTIVE,31,8,Yes,Yes,11/23/2021
40699,Burger King,3630 Cobb Pkwy Nw,Fast food restaurants,Acworth,US,30101,GA,ACTIVE,37,5,Yes,Yes,12/6/2021
40700,Arby's,3319 Cobb Pkwy Nw,Fast Food Restaurants,Acworth,US,30101,GA,ACTIVE,21,5,Yes,Yes,7/22/2021
40701,Dunkin' Donuts,215 E 201st St,Fast Food,Bronx,US,10458,NY,ACTIVE,34,9,Yes,Yes,11/11/2021
40702,Dunkin' Donuts,2241 Southern Blvd,Fast Food,Bronx,US,10460,NY,ACTIVE,38,5,Yes,Yes,2/16/2021
40703,McDonald's,3010 Canton Rd,Fast Food Restaurants,Marietta,US,30066,GA,ACTIVE,33,8,Yes,Yes,8/2/2021
40704,Jack in the Box,2111 Taft Hwy,Fast Food Restaurant,Bakersfield,US,93313,CA,ACTIVE,26,14,Yes,Yes,4/7/2021
40705,Dunkin' Donuts,1285 Castle Hill Ave,Fast Food,Bronx,US,10462,NY,ACTIVE,27,14,Yes,Yes,2/5/2021
40706,Dunkin' Donuts,3114 Ditmars Blvd,Fast Food,Astoria,US,11105,NY,ACTIVE,22,9,Yes,Yes,12/5/2021
40707,Taco Bell,500 Sierra St,Fast Food Restaurant,Kingsburg,US,93631,CA,ACTIVE,23,11,Yes,Yes,1/30/2021
40708,Krispy Krunchy Chicken,946 Highway 69,Fast Food Restaurants,Fort Scott,US,66701,KS,ACTIVE,22,5,Yes,Yes,10/6/2021
40709,Taco Bell,867 Oak Park Blvd,Fast Food,Pismo Beach,US,93449,CA,DELETED,26,13,Yes,Yes,6/13/2021
40710,Taco Bell,1500 W Grand Ave,Fast Food Restaurants,Grover Beach,US,93433,CA,ACTIVE,36,15,Yes,Yes,11/5/2021
40711,Taco Bell,535 W Tefft St,Fast Food Restaurant and Mexican Restaurant,Nipomo,US,93444,CA,ACTIVE,32,14,Yes,Yes,5/28/2021
40712,Taco Bell,3315 Union Ave,Fast Food,Bakersfield,US,93305,CA,ACTIVE,30,14,Yes,Yes,6/13/2021
40713,Taco Bell,3315 Union Ave,Fast Food Restaurant,Bakersfield,US,93305,CA,ACTIVE,22,12,Yes,Yes,3/4/2021
40714,Arby's,805 W Wyatt Earp Blvd,Fast Food,Dodge City,US,67801,KS,ACTIVE,25,5,Yes,Yes,3/18/2021
40715,Arby's,805 W Wyatt Earp Blvd,Fast Food Restaurants,Dodge City,US,67801,KS,ACTIVE,38,13,Yes,Yes,9/4/2021
40716,Taco Bell,2300 H St,Fast Food Restaurant,Bakersfield,US,93301,CA,ACTIVE,25,15,Yes,Yes,4/23/2021
40717,Taco Bell,1520 Hillman St,Fast Food Restaurant,Tulare,US,93274,CA,ACTIVE,36,12,Yes,Yes,9/21/2021
40718,Taco Bell,510 E Tulare Ave,Fast Food,Tulare,US,93274,CA,ACTIVE,20,15,Yes,Yes,9/14/2021
40719,Taco Bell,826 W University Ave,Fast Food Restaurant,Gainesville,US,32601,FL,DELETED,40,7,Yes,Yes,6/17/2021
40720,Krystal,1217 Oak Ridge Turnpike,Fast Food Restaurant,Oak Ridge,US,37830,TN,DELETED,20,12,Yes,Yes,3/19/2021
40721,Krystal,1717 Charlotte Pike,"Fast Food Restaurant, Burger Joint, and Restaurant",Nashville,US,37203,TN,ACTIVE,30,6,Yes,Yes,6/9/2021
40722,Krystal,2613 Franklin Pike,Fast Food Restaurants,Nashville,US,37204,TN,ACTIVE,26,15,Yes,Yes,7/14/2021
40723,Krystal,3910 Western Avenue,Fast Food,Knoxville,US,37921,TN,ACTIVE,28,14,Yes,Yes,2/17/2021
40724,Krystal,6300 Ringgold Rd,"Fast Food Restaurant, Burger Joint, and Restaurant",Chattanooga,US,37412,TN,DELETED,32,9,Yes,Yes,8/27/2021
40725,Krystal,6300 Ringgold Rd,Fast Food Restaurant,Chattanooga,US,37412,TN,ACTIVE,23,6,Yes,Yes,3/6/2021
40726,Krystal,5401 Brainerd Rd,Fast Food Restaurant,Chattanooga,US,37412,TN,ACTIVE,33,11,Yes,Yes,9/16/2021
40727,KFC,215 W 11th St,Fast Food Restaurants,Coffeyville,US,67337,KS,ACTIVE,36,5,Yes,Yes,8/11/2021
40728,Krystal,607 E Martintown Rd,Fast Food Restaurants,North Augusta,US,29841,SC,ACTIVE,35,12,Yes,Yes,10/3/2021
40729,Krystal,2010 E County Line Rd,Fast Food Restaurant,Ridgeland,US,39157,MS,ACTIVE,37,12,Yes,Yes,7/2/2021
40730,Krystal,1055 Holcomb Bridge Rd,Fast Food,Roswell,US,30076,GA,ACTIVE,33,5,Yes,Yes,2/27/2021
40731,Krystal,1704 Turner McCall Blvd,Fast Food,Rome,US,30161,GA,ACTIVE,24,8,Yes,Yes,4/8/2021
40732,Krystal,519 Shorter Avenue,Fast Food,Rome,US,30161,GA,DELETED,34,5,Yes,Yes,4/11/2021
40733,Krystal,1415 Sam Nunn Blvd,Fast Food Restaurants,Perry,US,31069,GA,ACTIVE,34,15,Yes,Yes,8/10/2021
40734,Krystal,1015 US Highway 80 E,Fast Food Restaurants,Pooler,US,31322,GA,ACTIVE,34,13,Yes,Yes,8/16/2021
40735,Krystal,2929 Canton Rd,Fast Food Restaurants,Marietta,US,30066,GA,ACTIVE,37,13,Yes,Yes,3/21/2021
40736,Krystal,2929 Canton Rd,"Fast Food Restaurant, Burger Joint, and Restaurant",Marietta,US,30066,GA,DELETED,37,13,Yes,Yes,10/24/2021
40737,Arby's,604 W Appleway Ave,Fast Food,Coeur d'Alene,US,83814,ID,ACTIVE,36,15,Yes,Yes,10/4/2021
40738,Arby's,604 W Appleway Ave,Fast Food Restaurant,Coeur d'Alene,US,83814,ID,DELETED,29,6,Yes,Yes,1/17/2021
40739,Subway,31 W Hanover St,Fast Food Restaurants,Spring Grove,US,17362,PA,ACTIVE,36,5,Yes,Yes,9/10/2021
40740,Subway,608 E Main St,Fast Food Restaurants,Waynesboro,US,17268,PA,ACTIVE,23,15,Yes,Yes,12/19/2021
40741,Subway,491 E Sycamore Rd,Fast Food Restaurants,Snow Shoe,US,16874,PA,ACTIVE,28,8,Yes,Yes,8/20/2021
40742,Subway,1169 S Main St,Fast Food Restaurants,Mansfield,US,16933,PA,ACTIVE,21,6,Yes,Yes,11/17/2021
40743,Subway,3455 Capital City Mall Dr,Fast Food Restaurants,Camp Hill,US,17011,PA,ACTIVE,39,10,Yes,Yes,9/22/2021
40744,Subway,322 Spring Plz,Fast Food Restaurant,Roaring Spring,US,16673,PA,ACTIVE,23,5,Yes,Yes,3/27/2021
40745,Subway,3104 W 26th St,Fast Food Restaurants,Erie,US,16506,PA,ACTIVE,28,13,Yes,Yes,8/5/2021
40746,Subway,8035 Perry Hwy,Fast Food Restaurants,Erie,US,16509,PA,ACTIVE,26,15,Yes,Yes,3/1/2021
40747,Subway,1501 E 38th St,Fast Food Restaurants,Erie,US,16510,PA,ACTIVE,29,14,Yes,Yes,11/9/2021
40748,Subway,116 N Franklin St,Fast Food Restaurants,Titusville,US,16354,PA,ACTIVE,28,6,Yes,Yes,7/5/2021
40749,McDonald's,7421 Crater Lake Hwy,Fast Food Restaurants,White City,US,97503,OR,ACTIVE,21,13,Yes,Yes,8/11/2021
40750,McDonald's,2100 8th Ct,Fast Food Restaurant,West Linn,US,97068,OR,ACTIVE,34,5,Yes,Yes,6/22/2021
40751,McDonald's,18550 Willamette Dr,Fast Food Restaurant,West Linn,US,97068,OR,ACTIVE,28,11,Yes,Yes,3/21/2021
40752,McDonald's,18550 Willamette Dr,Fast Food,West Linn,US,97068,OR,ACTIVE,25,7,Yes,Yes,8/26/2021
40753,McDonald's,1002 NW Frontage Rd,Fast Food Restaurant,Troutdale,US,97060,OR,DELETED,32,7,Yes,Yes,4/6/2021
40754,Arby's,3333 W Okeechobee Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Hialeah,US,33012,FL,ACTIVE,35,15,Yes,Yes,10/4/2021
40755,Taco Bell,4301 W Wisconsin Ave,Fast Food Restaurant Grand Chute,Appleton,US,54913,WI,ACTIVE,36,8,Yes,Yes,11/23/2021
40756,Chick-Fil-A,1101 Quintilio Dr,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Bear,US,19701,DE,ACTIVE,30,5,Yes,Yes,4/7/2021
40757,Burger King,1170 Pulaski Hwy,Fast Food Restaurant and Burger Joint,Bear,US,19701,DE,ACTIVE,38,12,Yes,Yes,1/14/2021
40758,McDonald's,5701 Main St,Fast Food,Springfield,US,97478,OR,ACTIVE,32,13,Yes,Yes,12/20/2021
40759,China Bowl Take Out Restaurant,645 Market St,Fast Food Restaurants,Camden,US,8102,NJ,ACTIVE,21,14,Yes,Yes,2/20/2021
40760,McDonald's,1598 Hawthorne Ave NE,Fast Food Restaurant Northeast Salem,Salem,US,97301,OR,DELETED,21,13,Yes,Yes,12/9/2021
40761,McDonald's,570 Wallace Rd NW,Fast Food Restaurant,Salem,US,97304,OR,ACTIVE,27,15,Yes,Yes,10/2/2021
40762,McDonald's,570 Wallace Rd NW,Fast Food,Salem,US,97304,OR,ACTIVE,25,7,Yes,Yes,11/20/2021
40763,Arby's,1405 Sw 13th St,Fast Food,Gainesville,US,32608,FL,ACTIVE,20,8,Yes,Yes,8/20/2021
40764,McDonald's,5090 Commercial St SE,Fast Food Restaurants,Salem,US,97306,OR,ACTIVE,32,7,Yes,Yes,6/25/2021
40765,McDonald's,3540 Highway 90,Fast Food Restaurant,Milton,US,32571,FL,ACTIVE,37,11,Yes,Yes,1/9/2021
40766,Sonic Drive In,1027 Washington Pike,Fast Food Restaurants,Bridgeville,US,15017,PA,ACTIVE,28,11,Yes,Yes,11/28/2021
40767,Sonic Drive In,2611 Washington Rd,Fast Food Restaurants,Canonsburg,US,15317,PA,ACTIVE,31,6,Yes,Yes,9/30/2021
40768,McDonald's,203 W Oglethorpe Hwy,Fast Food Restaurant,Hinesville,US,31313,GA,DELETED,30,15,Yes,Yes,5/9/2021
40769,McDonald's,801 Elma G Miles Pkwy,Fast Food Restaurant,Hinesville,US,31313,GA,ACTIVE,37,14,Yes,Yes,3/14/2021
40770,Burger King,8590 Navarre Pkwy,Fast Food Restaurant,Navarre,US,32566,FL,ACTIVE,31,12,Yes,Yes,8/30/2021
40771,McDonald's,965 Dawsonville Hwy,Fast Food,Gainesville,US,30501,GA,ACTIVE,35,13,Yes,Yes,5/29/2021
40772,McDonald's,2125 NW Stewart Pkwy,Fast Food Restaurant,Roseburg,US,97470,OR,ACTIVE,34,9,Yes,Yes,4/26/2021
40773,McDonald's,19 W Franklin Pl,Fast Food Restaurants,Hartwell,US,30643,GA,ACTIVE,24,13,Yes,Yes,5/18/2021
40774,McDonald's,204 Broad St,Fast Food,Hawkinsville,US,31036,GA,ACTIVE,30,15,Yes,Yes,4/19/2021
40775,McDonald's,895 SW Rimrock Way,Fast Food Restaurants,Redmond,US,97756,OR,ACTIVE,31,8,Yes,Yes,1/4/2021
40776,McDonald's,9100 SE Powell Blvd,Fast Food Restaurant,Portland,US,97266,OR,DELETED,24,8,Yes,Yes,7/19/2021
40777,McDonald's,1520 NE Grand Ave,Fast Food Restaurants,Portland,US,97232,OR,ACTIVE,26,9,Yes,Yes,9/11/2021
